id_video,c1_form,c1_composition,c1_command,c1_description,c2_form,c2_composition,c2_command,c2_description,c3_form,c3_composition,c3_command,c3_description,c4_form,c4_composition,c4_command,c4_description,c5_form,c5_composition,c5_command,c5_description,c6_form,c6_composition,c6_command,c6_description,c7_form,c7_composition,c7_command,c7_description,c8_form,c8_composition,c8_command,c8_description,gender,country_origin,ocuppation,native_language,second_language,english_proficiency,computer_proficiency,previous_ucp_exp,exp_bitrix24,exp_zoom,exp_skype,exp_livestorm,exp_microsoft_teams,exp_gotomeeting,exp_lucid_meetings,exp_adobe_connect,exp_google_meet,exp_join_me,exp_teamviewer_meeting,exp_discord,previous_hg_exp
P_011,Dynamic,1,Palm move up,"One hand, open palm facing up, moving upwards, repeatedly",Dynamic,1,Palm move down ,"One hand, open palm facing down, moving downwards, repeatedly",Dynamic,1,Hand grab,"One hand, open palm facing front, closing fist inward, once",Dynamic,1,Hand release,"One hand, closed palm facing outward, quickly opening fingers outward",Dynamic,1,Close curtains,"Two hands, palms facing outward, moving towards each other to the center, in front",Dynamic,1,Open curtains,"Two hands, open palms facing outward, moving away from each other, in front",Static,1,Raised index,"One hand, index finger extended upward, stationary",Dynamic,1,Hand grab,"One hand, open palm facing front, closing fist leftwards, once",Male,Denmark,Student,Danish,English,Advanced,Software Developer,7,False,True,True,False,True,False,False,False,True,True,True,True,False
P_012,Static,1,Listen sign,"One hand, curved hand, positioned on the side of the head, behind the ear, stationary",Dynamic,2,Listen sign + palm move down,"One hand, curved hand near the ear, stationary + one hand, open palm facing down, moving downwards, repeatedly",Static,1,Silence sign ,"One hand, index finger extended placed over the mouth, stationary",Dynamic,1,Uncover mouth,"One hand, open palm fingers touching mouth, moving outward away from the mouth, opening fingers, repeatedly",Dynamic,1,Index draw diagonal line,"One hand, idex finger extended, drawing a diagonal line, in front, repeatedly",Dynamic,1,Uncover mouth,"Two hands, open palms facing inwards, fingers touching mouth, moving away from mouth, opening fingers outward",Static,1,Raised index,"One hand, index finger extended upward, stationary",Dynamic,1,Hand wave left-right,"One hand, open palm facing forward, waving left-right, repeatedly",Male,Denmark,Student,Dansih,English,Advanced,Software Developer,4,False,True,True,False,True,False,False,False,False,False,False,True,False
P_013,Dynamic,1,Clockwise rotate,"One hand, fingers pinching knob, rotating clockwise, repeatedly",Dynamic,1,Counterclockwise rotate,"One hand, fingers pinching knob, rotating counterclockwise, repeatedly",Static,1,Silence sign ,"One hand, index finger extended placed over the mouth, stationary",Static,1,Cover mouth,"One hand, right hand, open palm facing forward, moving towards the mouth, stationary",Static,1,Raised hand,"One hand, open and raised palm, facing forward, stationary",Static,1,Thumbs up,"One hand, closed pal, thumb finger extended upward, stationary",Static,1,Raised index,"One hand, index finger extended upward, stationary",Dynamic,1,Hand wave left-right,"One hand, open palm facing forward, waving left-right, repeatedly",Male,Faroe Islands,Student,Faroese,Danish,Advanced,Software Developer,4,False,True,True,False,True,False,False,False,False,False,False,True,True
P_014,Dynamic,2,Listen sign + palm move up,"One hand, index extended, positioned on the side of the head, pointing the ear, stationary + one hand, open palm facing up, moving upwards, repeatedly",Dynamic,1,Palm move down,"One hand, open palm facing down, moving downwards, repeatedly",Dynamic,1,Zip mouth to right,"One hand, thumb finger and index finger pinching together, swiping over mouth rightwards, once",Dynamic,1,Zip mouth to left,"One hand, thumb finger and index finger pinching together, swiping over mouth leftwards, once",Static,1,Block face,"One hand, palm facing inward, moving downwards in front face, once",Dynamic,1,Unblock face,"One hand, open palm facing inward, moving upwards in front of the face",Static,1,Raised hand,"One hand, open and raised palm, facing forward, stationary",Dynamic,1,Place phone on-hook,"One hand, closed palm near the right ear, moving downwards in front",Female,Denmark,Student,Danish,Japanese,Advanced,Advanced User,5,False,True,True,False,True,False,False,False,True,False,True,False,False
P_015,Dynamic,1,Palm move up,"One hand, open palm facing up, moving upwards, once",Dynamic,1,Palm move down ,"One hand, open palm facing down, moving downwards, once",Dynamic,1,Hand pinch,"One hand, open hand with open fingers in front, all fingers tapping together frontward, once",Dynamic,1,Hand release,"One hand, closed palm facing outward, quickly opening fingers outward, once",Static,1,Block face,"One hand, open palm facing inward, moving downwards in front face, once",Dynamic,1,Clap hands,"Two hands, open palms clapping together in front, once",Static,1,Raised index,"One hand, index finger extended upward, stationary",Static,1,Raised hand,"One hand, open and raised palm, facing forward, stationary",Female,Denmark,Student,Danish,French,Advanced,Regular User,5,False,True,True,False,True,False,False,False,True,False,False,True,False
P_016,Dynamic,1,Palm move up,"One hand, open palm facing up, moving upwards, once",Dynamic,1,Palm move down ,"One hand, open palm facing down, moving downwards, repeatedly",Static,1,Cover mouth,"One hand, open palm facing inward, covering the mouth, stationary",Dynamic,1,Uncover mouth,"One hand, open palm fingers touching the mouth, moving outward away from the mouth, once",Dynamic,1,Close lid,"One hand, open palm facing down, moving downwards, once",Dynamic,1,Open lid,"One hand, open palm facing down, moving upwards, once ",Static,1,Raised hand,"One hand, open and raised palm, facing forward, stationary",Static,1,Block face,"One hand, open palm facing inward, moving downwards, once",Female,Norway,Student,Norwegian,Vietnamese,Advanced,Regular User,5,False,True,True,False,True,False,False,False,True,False,False,True,True
P_017,Dynamic,1,Hand unpinch,"One hand, two fingers pinched together, slowly opening fingers outward, once",Dynamic,1,Fingers pinch,"One hand, thumb finger and index finger extended, slowly pinching together, once",Static,1,Zip mouth to right,"One hand, thumb finger and index finger pinching together, swiping over mouth rightwards, once",Dynamic,1,Uncover mouth,"One hand, thumb finger and index touching the mouth, opening fingers and moving frontward away from the mouth, once",Dynamic,1,Close curtains,"Two hands, palms closed facing inward, separated to the sides, moving towards each other to the center, in front, once",Dynamic,1,Open curtains,"Two hands, closed palms facing outward on the center, moving away from each other, once",Static,1,Raised index,"One hand, index finger extended upward, stationary",Dynamic,1,Hand wave left-right,"Two hands, open palm facing forward, waving left-right, repeatedly",Male,Denmark,Student,Danish,,Advanced,Software Developer,5,False,True,True,False,True,False,False,False,True,False,False,True,False
P_018,Dynamic,1,Hand swipe up,"One hand, open palm facing down, swiping upwards, repeatedly",Dynamic,1,Hand swipe down,"One hand, open palm facing down, moving downwards, repeatedly",Static,1,Cover mouth,"One hand, open palm facing inward, covering the mouth, stationary",Static,1,Listen sign,"Two hands, index finger extendend near the ear, stationary",Static,1,Cover eyes ,"Two hands, palms facing inward, covering the eyes, stationary",Dynamic,1,Uncover eyes,"Two hands, open palms facing inward, covering the eyes, then moving outward, once",Static,1,Raised index,"One hand, index finger extended upward, stationary",Dynamic,1,Hand wave left-right,"One hand, open palm facing forward, waving left-right, repeatedly",Female,Denmark,Student,Danish,,Advanced,Advanced User,3,False,True,True,False,True,False,False,False,False,False,False,False,True
P_019,Dynamic,1,Clockwise rotate,"One hand, fingers pinching knob, rotating clockwise, repeatedly",Dynamic,1,Counterclockwise rotate,"One hand, fingers pinching knob, rotating counterclockwise, repeatedly",Dynamic,1,Zip mouth to right,"One hand, thumb finger and index finger pinching together, swiping over mouth rightwards, once",Dynamic,1,Zip mouth to left,"One hand, thumb finger and index finger pinching together, swiping over mouth leftwards, once",Static,1,Cover eyes ,"One hand, palm facing inward, covering the eyes, stationary",Dynamic,1,Open curtains,"Two hands, closed palms facing outward on the center, moving away from each other, once",Static,1,Raised index,"One hand, index finger extended upward, stationary",Dynamic,1,Close lid,"Two hands, one hand open palm facing up, other hand open open palm facing down, moving downwards to the other",Male,Denmark,Employed,Danish,English,Advanced,Software Developer,5,False,True,True,False,True,False,False,False,False,False,False,True,False
P_020,Dynamic,1,Palm move up,"One hand, open palm facing up, moving upwards, repeatedly",Dynamic,1,Palm move down ,"One hand, open palm facing down, moving downwards, repeatedly",Dynamic,1,Hand pinch,"One hand, all fingers extended outward, all fingers tapping together, once",Dynamic,1,Spread hands,"Two hands, open palms, crossing each other, spreading outward to the sides",Static,1,Cross hands,"Two hands, open palms facing down crossing in front, spreading sideways, once",Static,1,Hands frame shape,"Two hands, index finger extendeds and thumbs extended, forming a rectangular shape in front of the face, stationary",Static,1,Raised index,"One hand, index finger extended upward, stationary",Dynamic,1,Cross hands,"Two hands, open palms facing body crossing in front, spreading sideways, once",Female,Germany,Student,German,English,Advanced,Regular User,3,False,True,False,False,True,False,False,False,False,False,False,True,True
P_021,Dynamic,2,Listen sign + index point up,"One hand, index extended, positioned on the side of the head, pointing the ear, stationary + one hand, index finger extended pointing up, stationary",Dynamic,2,Listen sign + pinch,"One hand, index extended near the ear, stationary + one hand, thumb finger and index finger pinching together, slowly closing inward, once",Static,2,Point mouth + spread hands,"One hand, index finger extended, pointing at the mouth, stationary + two hands, hands stacked together in front, spreading outwards",Static,2,Point mouth + index point up,"One hand, index finger extended, pointing at the eye, stationary + one hand, index finger extended pointing up, stationary",Static,1,Block face,"One hand, palm facing inward, moving downwards in front face, once",Dynamic,2,Eye point + palm move up,"One hand, index finger extended, pointing at the eye, stationary + one hand, open open palm facing up, moving upwards, once ",Static,1,Raised index,"One hand, index finger extended upward, stationary",Dynamic,1,Self handshake,"Two hands, open palms touching each other, fingers wrapped around the opposite hand, moving up and down, repeatedly",Male,Romania,Student,Romania,English,Advanced,Software Developer,6,False,True,True,False,True,False,False,False,True,False,True,True,False
P_022,Static,1,Listen sign,"One hand, index extended positioned on the side of the head, pointing the ear, poiting the ear, repeatedly",Dynamic,1,Counterclockwise rotate,"One hand, fingers pinching knob, rotating counterclockwise, repeatedly",Static,1,Silence sign ,"One hand, index finger extended placed over the mouth, stationary",Unknown,0,Unknown,Unknown,Dynamic,1,Close curtains,"Two hands, palms closed facing inward, one hand above the other, moving towards each other in front, once",Dynamic,1,Hand wave left-right,"One hand, open palm facing forward, waving left-right, repeatedly",Static,1,Raised index,"One hand, index finger extended upward, stationary",Dynamic,1,Hand wave left-right,"One hand, open palm facing forward, waving left-right, repeatedly",Male,Denmark,Student,Danish,,Advanced,Regular User,4,False,True,True,False,True,False,False,False,False,False,False,True,False
P_023,Dynamic,2,Hand pinch + palm move up,"One hand, thumb finger and index finger pinching together, slowly closing inwards, repeatedly + one hand, open palm pointing up, moving upwards, repeatedly",Dynamic,1,Palm move down,"One hand, open palm pointing down, moving downwards, repeatedly",Static,1,Cover mouth,"One hand, open palm facing inward, covering the mouth, stationary",Dynamic,1,Uncover mouth,"One hand, open palm fingers touching the mouth, moving outward away from the mouth, once",Static,1,Cover eyes ,"Two hands, palms facing inward, covering the eyes, stationary",Dynamic,1,Uncover eyes,"Two hands, open palms facing inward, covering the eyes, then moving outward, once",Static,1,Raised hand,"One hand, open and raised palm, facing forward, stationary",Dynamic,1,Place phone on-hook,"One hand, open palm near the right ear, moving downwards in front, once",Female,Romania,Student,Romanian,English,Advanced,Software Developer,7,False,True,True,False,True,False,False,False,True,False,True,True,False
P_024,Dynamic,1,Clockwise rotate,"One hand, index finger extended, rotating finger clockwise, repeatedly",Dynamic,1,Counterclockwise rotate,"One hand, fingers pinching knob, rotating counterclockwise, repeatedly",Dynamic,1,Close lid,"One hand, open palm facing outward, moving downwards, once",Dynamic,1,Hand swipe up,"One hand, open palm facing down, swipping upwards, once",Static,1,Block view,"One hand, arm extended, open palm facing outward, blocking view in front, moving forward, once",Static,1,Block view,"One hand, open palm facing outward, moving forward, blocking view in front, once",Unknown,0,Unknown,Unknown,Dynamic,1,Hand wave left-right,"One hand, open palm facing forward, waving left-right, repeatedly",Female,Russia,Student,Russian,English,Advanced,Software Developer,5,False,True,True,False,True,False,False,False,True,False,False,True,False
P_025,Dynamic,1,Clockwise rotate,"One hand, fingers pinching knob, rotating clockwise, once",Dynamic,1,Counterclockwise rotate,"One hand, fingers pinching knob, rotating counterclockwise, repeatedly",Static,1,Cover mouth,"One hand, open palm facing inward, covering the mouth, stationary",Dynamic,1,Uncover mouth,"One hand, open palm fingers touching the mouth, moving outward away from the mouth, moving letf-to-right",Static,1,Block view,"One hand, arm extended, open palm facing outward, blocking view in front, moving forward, once",Dynamic,1,Hand swipe right,"One hand, open palm facing front arm extended to front, swiping righttward, once",Static,1,Raised index,"One hand, index finger extended upward, stationary",Dynamic,1,Close lid,"One hand, open palm facing down, moving downwards, once",Male,Denmark,Student,Danish,English,Advanced,Software Developer,4,False,True,True,False,True,False,False,False,False,False,False,True,False
P_026,Dynamic,2,Sound wave + index point up,"One hand, open palm with fingers extended, moving side to side in a wave format, repeatedly + one hand, index finger extended pointing up, moving upwards, once ",Dynamic,2,Sound wave + index point down,"One hand, open palm facing down, moving side to side in a wave motion, repeatedly + one hand, index finger extended pointing down, moving downwards, once ",Dynamic,2,Sound wave + zip mouth to right,"One hand, open palm, fingers extended, moving side to side in a smooth, flowing motion, repeatedly + one hand, thumb finger and index finger pinching together over mouth, swiping rightwards, once",Dynamic,2,Sound wave + zip mouth to left,"One hand, open palm, fingers extended, moving side to side in a smooth, flowing motion, repeatedly + one hand, thumb finger and index finger pinching together, swiping leftward",Dynamic,2,Hand eye shape + grab,"One hand, index finger extended and thumb finger extended, forming a circular or eye-like shape, stationary + one hand, fingers extended then closing into a grabbing motion, once",Dynamic,2,Hand eye shape + hand release,"One hand, index finger extended and thumb finger extended, forming a circular or eye-like shape, stationary + one hand, palm forming a circular, opening fingers outward, once",Static,2,Raised index,"One hand, index finger extended upward, stationary",Dynamic,1,Index draw cross,"One hand, index finger extended, moving diagonally in the air to forma an x, once",Male,Denmark,Student,Danish,English,Advanced,Software Developer,5,False,True,True,False,True,False,False,False,False,False,True,True,False
P_027,Dynamic,1,Hand swipe up,"One hand, open palm facing down, swiping upwards, repeatedly",Dynamic,2,Hand swipe down,"One hand, open palm facing down, moving downwards, repeatedly",Dynamic,1,Zip mouth to right,"One hand, thumb finger and index finger pinching together, swiping over mouth rightwards, once",Dynamic,1,Hand release,"One hand, closed palm, facing outward, quickly opening and closing fingers, repeatedly",Dynamic,1,Hands frame shape,"Two hands, index finger extendeds and thumbs extended, forming a rectangular shape in front of the face, closing the frame, repeatedly",Static,1,Hands frame shape,"Two hands, index finger extendeds and thumbs extended, forming a rectangular shape in front of the face, stationary",Static,1,Raised hand,"One hand, open and raised palm, facing forward, stationary",Dynamic,1,Place phone on-hook,"One hand, open palm near the right ear, moving downwards in front, once",Female,Denmark,Student,Danish,English,Advanced,Advanced User,5,False,True,True,False,True,False,False,False,True,False,False,True,False
P_028,Dynamic,2,Listen sign + index point up,"One hand, index extended positioned on the side of the head, pointing the ear, stationary + one hand, index finger extended, pointing upwards, repeatedly",Dynamic,2,Listen sign + index point down,"One hand, index extended near the ear, stationary + index finger extended pointing down, moving downwards, repeatedly",Dynamic,1,Fingers pinch mouth,"One hand, thumb finger and index finger extended pinched together near the mouth, stationary",Dynamic,1,Unpinching mouth,"One hand, thumb finger and index finger extended pinched together near the mouth, releasing, once",Static,1,Block view,"One hand, open palm facing outward, blocking view in front, moving rigthward in a big circle with the arm, once",Dynamic,1,Unblock view,"One hand, arm extended, open palm facing outward, moving leftward in a big circle with the arm, once",Static,1,Raised index,"One hand, index finger extended upward, stationary",Dynamic,1,Hand swipe right,"One hand, open palm facing front arm extended to front, swiping righttward, once",Female,Denmark,Student,Danish,,Advanced,Software Developer,6,False,True,True,True,True,False,False,False,True,False,False,True,False
P_029,Dynamic,1,Hand swipe up,"One hand, open palm facing down with index finger extended to front, swiping upwards, repeatedly",Dynamic,1,Pinch slide down,"One hand, thumb finger and index finger extended pinched together, sliding downwards, once",Static,1,Block view,"One hand, palm facing outward, moving forward, once",Dynamic,1,Unblock view,"One hand, arm extended, palm facing forward, moving back inward, once",Dynamic,1,Hand swipe left,"One hand, open palm, extended outward, swiping leftwards, once",Dynamic,1,Hand swipe right,"One hand, open palm extended outward, swiping rightwards, once",Static,1,Raised index,"One hand, index finger extended upward, stationary",Dynamic,1,Close lid,"One hand, flat hand, palm facing outward, moving downwards, once",Female,Denmark,Student,Danish,English,Advanced,Advanced User,4,False,True,True,False,True,False,False,False,False,False,False,True,False
P_030,Dynamic,2,Listen sign + thumbs up,"One hand, index extended positioned on the side of the head, pointing the ear, stationary + one hand, thumb finger extended pointing up, moving upwards, repeatedly",Dynamic,2,Listen sign + thumbs down,"One hand, curved hand near the ear, stationary + one hand, thumb finger extended pointing down, moving dowards, repeatedly",Dynamic,2,Listen sign + hand pinch,"One hand, index near the ear, stationary + one hand, all fingers tapping together, closing sideward, once",Dynamic,2,Listen sign + hand unpinch,"One hand, index finger extended near the ear, stationary + one hand, all fingers tapping together, opening sideward, once",Dynamic,2,Block face + close lid,"One hand, palm facing inward + one hand, palm facing inward, moving downwards, in front, once",Dynamic,2,Block face + open lid,"One hand, palm facing inward + one hand, open palm facing down, moving upwards, once ",Static,1,Raised index,"One hand, index finger extended upward, stationary",Dynamic,1,Clap hands,"Two hands, open palms and facing each other, moving toward each other twice and clapping, twice",Female,Denmark,Student,Danish,English,Advanced,Advanced User,4,False,True,True,False,True,False,False,False,False,False,False,True,False
P_031,Dynamic,1,Clockwise rotate,"One hand, fingers pinching knob, rotating clockwise, repeatedly",Dynamic,1,Counterclockwise rotate,"One hand, fingers pinching knob, rotating counterclockwise, repeatedly", unknown,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,Dynamic,1,Index swipe right,"One hand, index pointing outward, swiping rightward",Dynamic,1,Index swipe left,"One hand, closed palm, index pointing outward, swiping leftward",Static,1,Raised index,"One hand, index finger extended upward, stationary",Dynamic,1,Hand wave left-right,"Two hands, palm facing forward, waving left-right, repeatedly",Female,Norway,Student,Norwegian,English,Native Speaker,Advanced User,5,False,True,True,False,True,False,False,False,True,False,False,True,False
P_032,Dynamic,2,Listen sign + index point up,"One hand, curved hand positioned on the side of the head, pointing the ear, stationary + one hand, index finger extended, pointing upwards, repeatedly",Dynamic,2,Listen sign + index point down,"One hand, curved hand near the ear, stationary + one hand, index finger extended pointing down, moving downwards, repeatedly",Dynamic,1,Zip mouth twisting,"One hand, thumb finger and index finger pinching together over mouth, twisting hand, once",Dynamic,1,Hand release,"Two hands, closed palm, facing outward, quickly opening fingers outward, once",Dynamic,1,Close lid,"One hand, flat hand, palm facing frontward, moving downwards, once",Dynamic,1,Open lid,"One hand, open palm facing down, moving upwards, once ",Static,1,Raised hand,"One hand, open and raised palm, facing forward, stationary",Dynamic,1,Hand wave left-right,"One hand, palm facing forward, waving left-right, repeatedly",Female,Denmark,Student,Danish,German,Native Speaker,Regular User,3,False,True,True,False,True,False,False,False,False,False,False,False,False
