id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_010,"The user performs a gesture with the right hand, initially moving it upward with a bent elbow, transitioning to an extended index finger pointing upward, and then lowering the hand back down","The user raises their right hand, extends the index finger upward while the other fingers remain curled, and moves the hand in a small circular motion near the head before lowering it","The user raises their right hand, places it near their chin with fingers curled inward, holds this position briefly, and then lowers the hand back down","The user raises their right hand, moves it towards their face with fingers extended and slightly curved, briefly touches the lower part of their face, and then moves the hand away","The user performs a gesture where both hands move together, with fingers interlocked and palms facing inward, followed by a crossing motion of the hands in front of the face","The user first clasps their hands together in front of their face, then transitions to rapidly moving both hands up and down in a waving motion with open palms facing outward, and finally returns to a resting position","The user raises their right hand with the index finger extended upward while the other fingers are curled, holds the position briefly, and then lowers the hand back down",The user raises their right hand with fingers extended and waves it side-to-side in a repeated motion
p_011,"The user performs a sequence of gestures involving an open palm facing upward with slight wrist movement, transitioning to bringing fingers close to the face with a slight upward motion, followed by touching the chest with fingertips and then moving the hand downward","The user performs a gesture with the right hand raised near the head, palm facing outward, fingers slightly bent, and transitions to lowering the hand back down","The user raises their right hand with fingers spread apart, transitions to a pinching gesture with the thumb and index finger near the face, and holds this position","The user first raises a closed fist with the index finger extended upward, transitions to an open hand with fingers spread facing forward, then forms a loose ""C"" shape with the hand, and finally lowers the hand without performing further gestures","The user performs a sequence of gestures starting with both hands raised and fingers spread apart, transitioning to hands moving closer together with palms facing outward, followed by overlapping hands in front of the face with fingers extended, and finally forming a triangular shape with fingertips touching","The user performs a sequence of gestures starting with both hands moving upward with fingers extended and palms facing each other, transitioning to a position where the hands are brought closer to the face with palms facing outward and fingers spread, followed by a final movement where the hands lower and return to a neutral position","The user performs a sequence of gestures involving the right hand moving upward to touch the side of the head with fingers spread, transitioning to an upright index finger gesture, and then lowering the hand back to a resting position","The user raises their right hand with fingers spread apart, transitions to a pinching gesture with the thumb and index finger near the face, and then lowers the hand"
p_012,"The user performs a sequence of gestures involving the right hand moving upward to touch the side of the head near the ear with fingers slightly curved, followed by a downward motion and a brief forward movement of the hand","The user performs a sequence of gestures involving the right hand moving towards the side of the head with fingers slightly curved near the ear, followed by both hands raised with palms facing outward, and then the right hand moving downward in a sweeping motion","The user raises their right hand with the index finger extended and upright, bringing it to rest near the lips, then lowers the hand back to the initial position","The user performs a sequence of gestures involving the right hand moving upward with fingers pinched near the face, transitioning to an open palm gesture with fingers spread and a slight outward motion, and then returning to a pinched position near the face before resting","The user performs a sequence of gestures involving the right hand pointing upward with the index finger extended, followed by a downward motion and a pointing gesture directed forward","The user performs a sequence of gestures involving clasping hands together, moving them apart with fingers spread, bringing them near the face with fingers bent, raising both hands with fingers spread upward, and finally returning to a resting position","The user performs a gesture with the right hand, starting with a forward motion, transitioning to an upward pointing motion with the index finger extended, and then lowering the hand back to a resting position","The user performs a waving gesture with the right hand, characterized by an open palm facing outward and a side-to-side motion, followed by a tapping motion with the right hand on the table"
p_013,"The user performs a sequence of gestures involving a rapid up-and-down motion of the right hand with a closed fist, followed by extending the index finger upward, transitioning to a circular motion with the hand open and fingers slightly curved","The user performs a single hand gesture involving the right hand moving upward with fingers slightly spread, followed by a brief circular motion of the hand, and then returning to a resting position","The user raises their right hand, extends the index finger vertically while the other fingers are curled, moves the hand towards the face to touch the lips, holds the position briefly, and then lowers the hand back down","The user performs a single hand gesture involving the right hand moving in a repetitive downward and upward motion near the chest, followed by raising the hand to touch the side of the head with the palm facing inward","The user performs a sequence of gestures involving raising the right hand with fingers spread and palm facing forward, transitioning to both hands raised with fingers spread and palms forward, followed by lowering the hands and returning to a resting position","The user performs a ""thumbs-up"" gesture with the right hand, raising the thumb upward while the other fingers are curled into the palm, followed by returning the hand to a neutral position","The user performs a gesture sequence involving raising the right hand with the index finger extended upward, followed by a downward motion of the hand with a loose fist","The user performs a waving gesture with the right hand, characterized by an open palm facing outward and side-to-side wrist movement, followed by a downward motion of the hand returning to rest"
p_014,"The user performs a sequence of gestures involving the right hand moving towards and resting near the ear with fingers slightly spread, while the left hand remains in a relaxed position with minimal movement","The user performs a sequence of gestures involving the right hand moving upward with fingers slightly curled, transitioning to an open palm facing outward, followed by a downward motion with the palm facing down, and then returning to a resting position","The user performs a sequence of gestures, starting with the right hand moving upward to touch the face near the mouth, transitioning into a gesture where the thumb and index finger form a circle while the other fingers are extended, and then lowering the hand back to a resting position","The user performs a sequence of gestures starting with the right hand moving upward to touch the face with the thumb and index finger forming a circle, followed by a waving motion of the right hand to the side, and then returning to a resting position","The user performs a single hand gesture where the right hand, with fingers extended and palm facing outward, moves upward and then transitions into a waving motion, followed by a downward sweeping motion with the palm facing downward","The user performs a sequence of gestures involving the right hand moving upward to touch the face near the mouth, followed by a waving motion with the palm facing outward, and concludes with the hand returning to a resting position","The user raises their right hand with fingers spread and palm facing forward, holds it still briefly, and then lowers it","The user performs a ""shaka"" gesture with the right hand, extending the thumb and pinky while the other fingers are curled, followed by pointing downward with the index finger of the same hand"
p_015,"The user performs a single hand gesture involving the right hand moving upward with the palm facing up and fingers slightly curled, followed by a downward motion, before returning to a resting position","The user performs a sequence of gestures involving a rapid upward and downward motion of the right hand with fingers loosely extended, followed by raising the right hand with fingers fully extended and palm facing forward, and then returning to a resting position","The user performs a waving gesture with an open hand, followed by a pinching motion with the thumb and index finger, and then returns to a resting position","The user performs a sequence of gestures starting with a closed fist moving slightly upward, transitioning to an open hand with fingers spread and palm facing upward, followed by a subtle waving motion, and then returning to a resting position","The user performs a sequence of gestures involving the right hand moving upward with a waving motion, transitioning to a vertical palm facing outward, followed by a horizontal sweeping motion across the chest, and then returning to a resting position","The user performs a clapping gesture followed by bringing both palms together in a prayer-like position, then transitions back to clapping before returning to a resting position","The user raises their right hand, extends the index finger upward while the other fingers remain curled, holds the pose briefly, and then lowers the hand back to the resting position","The user performs a single hand gesture by raising their right hand with fingers extended and palm facing forward, followed by a brief side-to-side waving motion, and then returns to a resting position"
p_016,"The user performs a single hand gesture by raising their right hand with fingers spread apart, palm facing outward, and then lowers it back to a resting position","The user raises their right hand with fingers spread and palm facing outward, transitions to a horizontal hand position with the palm facing downward, and alternates between these two gestures","The user performs two gestures in sequence: first, the right hand moves upward with fingers slightly curled and then extends with fingers spread, followed by the hand moving to cover the lower face with the palm facing inward","The user performs a sequence of gestures: first, raising a closed fist near the face; second, placing an open hand over the mouth; and third, extending an open palm outward with a slight waving motion","The user performs a sequence of gestures: first, the right hand moves upward to touch the head and transitions to a flat, palm-down position above the head; then, the hand lowers and transitions into a horizontal palm-down motion in front of the torso","The user performs a sequence of gestures involving one hand moving horizontally with the palm facing downward, followed by raising the same hand above the head with the palm facing downward, and then bringing the hand to touch the head before returning to a resting position","The user raises their right hand with fingers extended and palm facing forward, holds it steady, briefly transitions to a three-finger pose, and then lowers the hand","The user performs a sequence of gestures involving a right-hand upward motion to the face, briefly covering the mouth, followed by a transition to the forehead, and then lowering the hand back to chest level with a flat palm facing downward"
p_017,"The user performs a gesture with the right hand, initially forming a fist and then extending the index finger upward while moving the hand slightly up and down","The user performs a gesture with the right hand, initially forming a fist, then extending the index finger upward, followed by extending the thumb outward to form an ""L"" shape, and finally retracting the thumb and index finger back into a fist","The user performs a gesture where the right hand, with a closed fist and extended index finger, moves upward to touch the chin and then returns to a resting position","The user raises their right hand into a fist, moves it upward toward their face, extends the index finger to touch the side of their nose, and then lowers the hand back to the resting position","The user performs a sequence of gestures starting with interlocked fingers held near the face, transitioning to open hands moving outward and downward, followed by clenched fists moving in small circular motions, and finally returning to interlocked fingers held near the face","The user initially places their right hand in a fist against their chin, then transitions to clasping both hands together in front of their face, moves the clasped hands downward, separates them into fists, and finally extends both arms outward while lowering them in a controlled motion","The user raises their right hand, extends the index finger upward while the other fingers remain curled, holds the position briefly, and then lowers the hand back to the resting position","The user performs a sequence of gestures involving both hands moving upward with palms facing outward, transitioning into a repeated waving motion, and then returning to a resting position"
p_018,"The user performs a single hand gesture with the right hand, moving it in a repeated upward and downward motion with fingers extended and palm facing outward","The user performs a sequence of gestures involving raising the right hand with fingers extended and palm facing forward, followed by lowering the hand in a downward motion with a bent wrist and fingers relaxed","The user raises their right hand to touch their chest, moves it to cover their mouth with the palm, holds the position briefly, then lowers the hand back","The user raises both hands with index fingers extended, pointing upward near the sides of the head, and then lowers them back to a resting position","The user performs a gesture where both hands, with fingers extended and slightly curved, move upward toward the face, cover the eyes with palms facing inward, and then return to the initial position","The user performs a sequence of gestures starting with both hands moving upward to cover the face with open palms, followed by spreading the hands outward to the sides with palms facing up, and then returning the hands downward","The user raises their right hand, extends the index finger upward while the other fingers are curled, holds the position briefly, and then lowers the hand back to the initial position","The user performs a single hand gesture with the right hand raised, fingers extended and slightly spread, moving side-to-side in a waving motion"
p_019,"The user performs a sequence of gestures involving the right hand moving upward with a waving motion, transitioning into an extended index finger pointing upward, followed by a return to a resting position","The user performs a sequence of gestures involving the right hand moving upward with fingers extended, transitioning to a pointing motion with the index finger, followed by a waving motion, and then returning to a resting position","The user performs a sequence of gestures involving the right hand moving upward in a waving motion, briefly touching the face near the mouth, forming an ""OK"" sign with the fingers, and then returning to a waving motion before resting","The user performs a single hand gesture involving the right hand moving upward with fingers extended, briefly pausing near the head, and then moving downward in a waving motion before returning to rest",The user performs a single hand gesture involving the right hand moving upward in a waving motion and briefly touching the side of the head before returning to a resting position,"The user performs a sequence of gestures involving clapping motions with both hands, transitioning to raising both hands with open palms facing forward near the head, and then returning to a resting position","The user performs a single hand gesture involving the right hand moving upward with a waving motion, transitioning into a raised position with fingers slightly bent, before returning to a resting position","The user performs a sequence of gestures involving the right hand moving upward with a closed fist, transitioning to an open palm facing downward above the left open palm, followed by a circular motion of the right hand over the left palm, and then returning to a resting position"
p_020,"The user performs a repeated upward waving motion with the right hand, fingers extended and palm facing outward, followed by a return to a resting position","The user performs a waving gesture with the right hand, moving it side to side with fingers extended and palm facing outward","The user raises their right hand with fingers spread, briefly holds the position, then transitions to a pointing gesture with the index finger extended and the hand moving slightly forward","The user performs a sequence of gestures involving clapping motions, crossing hands near the chest, spreading palms upward with fingers extended, and returning to a resting position","The user performs a sequence of gestures, including clapping hands together, crossing arms in an ""X"" shape in front of the face, forming a triangular shape with hands near the face, moving hands up and down in a parallel motion, and returning to crossing arms in an ""X"" shape","The user performs a gesture where both hands form an ""L"" shape with the index fingers extended and thumbs pointing outward, moving slightly, followed by a return to a resting position","The user raises their right hand with the index finger extended upward while the other fingers are curled, holds the pose briefly, and then lowers the hand back down","The user performs a sequence of gestures, starting with both hands crossing at the wrists with open palms facing outward, forming an ""X"" shape, followed by a transition to a clapping motion with hands moving together and apart"
p_021,"The user performs a sequence of gestures involving rapid hand movements near the chest, followed by raising the right hand with the index finger extended upward, transitioning to a tapping motion near the right ear, and concluding with an upward pointing gesture accompanied by a repetitive vertical motion","The user performs a sequence of gestures involving the right hand moving upward with the index finger extended and pointing near the temple, transitioning to a ""V"" shape with the index and middle fingers raised, and then moving the hand downward with a fist-like motion","The user performs a sequence of gestures involving the right hand moving upward to touch the face near the mouth, followed by a downward motion and a repetitive horizontal waving motion with the palm facing downward","The user performs a sequence of gestures involving a rapid up-and-down motion of the right hand, a brief touch of the chin with the right hand, a forward circular motion of the right hand, and a final upward pointing gesture with the right index finger","The user performs a sequence of gestures involving a rapid upward motion of the right hand to touch the top of the head with an open palm, followed by a downward sweeping motion of the same hand and a repetitive forward circular motion near the chest","The user performs a sequence of gestures involving raising the right hand to touch the side of the head with fingers curled, followed by pointing forward with the index finger, transitioning into a waving motion with the right hand, and ending with a two-finger upward gesture","The user raises their right hand, extends the index finger upward while the other fingers remain curled, holds the position briefly, and then lowers the hand back to a resting position","The user performs a gesture involving both hands clasped together, moving in a circular and up-and-down motion in front of the chest"
p_022,"The user performs a gesture with the right hand, initially forming a thumbs-up, then transitioning to pointing with the index finger near the side of the head, and finally returning to a thumbs-up position","The user performs a sequence of gestures involving the right hand moving upward with the index finger extended, transitioning into a pinching motion with the thumb and index finger, followed by a downward motion, and then returns to a resting position","The user transitions from clasping both hands together to raising the right hand with the index finger extended vertically, touching the lips, while the left hand remains resting",,"The user performs a sequence of gestures starting with the right hand touching the chin, followed by both hands moving outward and upward with the left hand above the head and the right hand extended forward, transitioning into a framing motion around the face, and ending with interlocked fingers resting on the table","The user performs a waving gesture with the right hand, moving it side to side with fingers extended and palm facing forward","The user performs a sequence of gestures starting with interlocked fingers, transitioning to raising the right hand with fingers extended and moving through a wave-like motion, and ending with the hands returning to an interlocked position","The user performs a sequence of gestures starting with the right hand raised and waving side-to-side with fingers extended, followed by a transition to a palm-upward position with fingers slightly curled, making small upward and downward movements"
p_023,"The user performs a sequence of gestures starting with the right hand moving forward and upward into an open palm facing outward, transitioning into a waving motion with the hand moving side to side, and then returning to a resting position","The user performs a single hand gesture with the right hand, moving it in a repeated downward and upward motion with fingers extended and palm facing downward, while the left hand remains stationary on the table","The user performs a sequence of gestures where the right hand moves upward with an open palm facing forward, briefly touches the face near the mouth with the palm facing inward, and then moves downward in a repeated motion before returning to rest","The user performs a gesture by raising their right hand to their mouth, then moves it forward with a slight wave motion","The user performs a gesture sequence where both hands move from a clapping motion to an upward-facing open palm position near the face, with fingers spread and thumbs touching the cheeks, followed by a return to a clapping motion and resting position","The user performs a sequence of gestures: first, the hands are pressed together in a prayer-like position, then they move to cover the face, followed by a clapping motion with hands moving apart and back together, and finally, a circular motion with interlocked fingers","The user raises their right hand with fingers extended and palm facing forward, holds it steady, and then lowers it back down","The user raises their right hand with fingers curled and performs a small circular motion near the head, touches the right side of the head with the palm, moves the hand outward in a salute-like motion, and then transitions to a downward pounding motion with a closed fist"
p_024,"The user raises their right hand, extends the index finger upward while the other fingers remain curled, then alternates between pointing upward and to the side with the index finger, before returning the hand to a neutral position","The user performs a sequence of gestures starting with a closed hand, transitions to pointing with the index finger extended and directed forward, then shifts to a ""V"" shape with the index and middle fingers extended upward, and finally returns to a closed hand","The user performs a sequence of gestures starting with the right hand moving upward into an open palm facing outward, transitioning into a waving motion, followed by a pointing gesture with the index finger directed downward","The user performs a sequence of gestures starting with a closed fist moving slightly, transitions to an open hand with fingers spread facing forward, then forms an ""OK"" sign with the thumb and index finger touching, and finally returns to a closed fist","The user performs a sequence of gestures, starting with a closed fist, transitioning to an open hand with fingers spread and palm facing forward, followed by a slight waving motion, and ending with a pinching gesture using the thumb and index finger","The user raises their right hand with fingers spread and palm facing forward, holds it steady, and then lowers it while making a small circular motion with the hand",,"The user performs a waving gesture with the right hand, fingers spread and palm facing outward, followed by a pinching motion with the thumb and index finger of the same hand"
p_025,"The user performs a sequence of gestures starting with the right hand raised, fingers slightly spread and palm facing outward, transitioning to a pinching motion with the thumb and index finger, and then moving to an open palm facing upward with a slight wrist rotation","The user performs a sequence of gestures starting with the right hand forming a pinching motion with the thumb and index finger, transitioning to an open palm facing upward, and then raising the hand with fingers spread before returning to a pinching motion","The user raises their right hand, touches their fingers to their lips, briefly covers their mouth with an open palm, and then lowers the hand","The user raises their right hand with fingers extended and touches their lips, then transitions to resting their index finger on their chin before lowering the hand","The user raises their right hand with fingers extended and palm facing forward, holds it briefly in front of their face, then lowers it while transitioning into a loose fist before returning to a resting position","The user raises their right hand with fingers extended and palm facing forward, moves it slightly closer to the camera, transitions to a two-finger gesture with the index and middle fingers extended while the hand rotates outward, and then lowers the hand back to a resting position","The user raises their right hand with the index finger extended upward while the other fingers are curled, holding this position briefly before lowering the hand","The user raises their right hand with fingers extended and palm facing forward, then moves the hand closer to the face, and finally extends the arm forward with fingers pointing outward"
p_026,"The user performs a sequence of gestures involving raising the right hand with fingers extended and palm facing outward, transitioning to a horizontal hand wave motion, followed by pointing upward with the index finger","The user performs a sequence of gestures involving a raised hand with a waving motion, a flat hand moving horizontally near the chest, a hand touching the side of the head, and a pointing motion downward with a closed fist","The user performs a sequence of gestures involving a raised hand with fingers extended and palm facing downward, moving up and down, followed by a hand touching the side of the head near the ear","The user performs a sequence of gestures involving one hand moving up and down near the face, transitioning to the hand resting on the side of the head, and finally placing fingers near the chin","The user initially places a closed hand with the index finger extended near the chin, then transitions to a sequence of upward and downward hand movements with a partially open hand, followed by raising the hand to cover part of the face with the palm facing inward","The user performs a sequence of gestures starting with a hand moving upward to touch the face, transitioning to an open palm facing forward with fingers spread, and then returning the hand downward","The user performs a repeated upward and downward motion with a closed fist, followed by raising an index finger near the side of the head","The user raises their right hand with the index finger extended upward, performs a small circular motion, and then transitions to a rapid tapping motion with the same hand"
p_027,"The user performs a sequence of gestures involving the right hand moving upward with fingers slightly curved, transitioning to an open palm facing forward, and then returning to a relaxed position","The user performs a single hand gesture where the right hand moves upward with fingers slightly curved, transitions to a raised open palm facing outward, and then lowers back down","The user raises their right hand, moves it toward their face with fingers slightly curled, touches their mouth area briefly, and then lowers the hand","The user raises their right hand with fingers spread and palm facing outward, transitions to a pinching gesture with the thumb and index finger near the face, and alternates between these two gestures","The user initially forms a triangular shape with both hands by connecting the thumbs and index fingers, then transitions to placing the left hand in front of the face with fingers spread while the right hand points outward with the index finger extended","The user first forms a rectangular frame using both hands with index fingers and thumbs extended and touching, then transitions to clasping their hands together with interlocked fingers","The user first brings both hands together in a brief clapping motion, then raises the right hand with fingers extended and palm facing forward, transitions to forming an ""OK"" gesture with the right hand, and finally returns both hands to a resting position","The user performs a ""thumbs-up"" gesture with the right hand, transitions to a ""call me"" gesture by extending the thumb and pinky while curling the other fingers, and then points downward with the index finger"
