id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_021,"The user performed a pinching gesture with the thumb and bent fingers (excluding the little finger) followed by a transition to a straight index finger with bent other fingers, and then a bent thumb with a straight index finger and bent other fingers, before returning to a resting position","The user transitions from no gesture to a ""thumbs-up"" gesture with the thumb bent and other fingers curled, followed by a ""rock-on"" gesture with the thumb straight, index finger straight, and other fingers bent, and finally performs a ""fist"" gesture with all fingers bent, before returning to no gesture","The user performed a right-hand gesture with a bent index and middle fingers, straight thumb, ring, and little fingers, followed by a left-hand gesture with a bent thumb and straight other fingers, transitioning to a straightened left-hand pose with fingers spread apart","The user performed a ""thumbs-up"" gesture with bent fingers in Image 8, transitioned to a ""pointing"" gesture with the index finger extended in Image 11, followed by a ""rock-on"" gesture with the thumb, index, and little fingers extended in Image 12, and finally returned to a ""thumbs-up"" gesture with bent fingers in Image 13","The user briefly performed a gesture with the right hand where all fingers were straight, the thumb pointed upward, the palm faced inward, and the fingers were close together except for the ring and little fingers, which were apart","The user performed a ""thumbs up"" gesture with the right hand, transitioned to a ""rock on"" gesture (index and thumb straight, other fingers bent), and then returned to a ""thumbs up"" gesture before resting","The user transitions from no gesture to a ""thumbs-up"" gesture with the thumb straight and other fingers bent, followed by a ""pinching"" gesture with the thumb and index finger in contact while the other fingers are bent, and then returns to no gesture",
p_022,"The user transitions from a left-hand ""thumbs up"" gesture with a bent thumb and straight index finger to a left-hand ""open palm"" gesture with straight fingers, while the right hand consistently maintains a ""pinching"" gesture with a straight thumb and index finger in contact with bent middle, ring, and little fingers","The user transitions through a sequence of gestures involving both hands, including a left-hand ""OK"" gesture, a right-hand ""fist,"" a left-hand ""pointing"" gesture, and a right-hand ""thumbs-up,"" with some gestures performed simultaneously or alternating between hands","The user transitions through a sequence of gestures involving a pinching motion with the right hand (thumb and index finger in contact, other fingers bent), an open left hand with all fingers straight, a thumbs-up gesture with the right hand, and a bent index finger gesture with the left hand, followed by simultaneous gestures where the right hand alternates between a pinching motion and a bent-finger configuration, while the left hand alternates between a bent index finger and an open hand","The user forms a left-hand gesture with the thumb straight and in contact with the bent index finger, while the other fingers are bent, the palm faces inward, and the thumb points to the right","The user performed a sequence of gestures involving a right-hand pinch gesture, a left-hand pinch gesture, a right-hand ring finger bend, and a left-hand pinch gesture, interspersed with moments of straight fingers and no specific gestures","The user transitions between gestures involving both hands: starting with the right hand forming a pinching gesture with the thumb and index finger while the left hand remains straight, then alternating between the left hand bending the thumb while keeping other fingers straight and the right hand bending the index finger while maintaining thumb contact, and finally returning to straightened fingers on both hands","The user transitions through a sequence of gestures involving both hands, including a right-hand ""OK"" gesture, left-hand ""OK"" gesture, simultaneous ""OK"" gestures, various combinations of bent and straight fingers, and concludes with both hands in a neutral open position","The user performs a sequence of gestures involving both hands, including a right-hand ""OK"" gesture transitioning to a left-hand ""OK"" gesture, simultaneous straight-finger poses with both hands, a left-hand thumb-bent pose, and a right-hand fist-like gesture with bent fingers"
p_023,"The user initially performs a ""thumb and two-finger contact"" gesture with the left hand, transitions to a ""thumb and two-finger contact"" gesture with both hands, then switches to a ""thumb and two-finger contact"" gesture with the right hand, followed by a ""thumb bent with straight fingers"" gesture on the right hand, and concludes with a ""straight fingers close together"" gesture on the right hand","The user performs a left-hand ""OK"" gesture in Image 1, transitions to a right-hand ""OK"" gesture in Image 2, performs no gestures in Images 3 and 4, transitions to a left-hand ""pinch"" gesture in Images 5 through 7, performs no gestures in Image 8, and transitions to a right-hand ""straight fingers"" gesture in Images 9 through 18","The user first performs a left-hand gesture with all fingers straight, the thumb in contact with the index finger, and the palm oriented inward, followed by a right-hand gesture with the thumb and index finger in contact, the middle, ring, and little fingers bent, and the palm oriented left","The user performs no gesture initially, then transitions to a left-hand ""OK"" gesture, followed by a simultaneous left-hand ""OK"" gesture and right-hand open palm, then alternates between the left-hand ""OK"" gesture and a right-hand ""thumbs up"" gesture, and finally ends with a right-hand ""pinch"" gesture","The user initially performed a right-hand open palm gesture with all fingers straight and apart, transitioned to a left-hand gesture with a bent thumb and straight fingers in close proximity, followed by a right-hand gesture with a bent thumb and straight fingers in close proximity, then both hands mirrored this gesture, and finally performed a left-hand gesture with a straight thumb, bent middle and ring fingers, and other fingers straight","The user transitions from no gestures to a right-hand ""thumbs up"" gesture with the thumb bent and fingers straight, followed by both hands in an outward-facing pose with all fingers straight and thumbs in contact with the fingers, and finally ends with the left hand straightened, oriented to the right, with no thumb-finger contact","The user first performs a left-hand gesture with the thumb and little finger straight while the other fingers are bent, transitioning to all fingers straight with thumb-index and thumb-middle contact, then pauses with no gestures, followed by a right-hand gesture with all fingers straight and close together, transitioning to a bent thumb with straight fingers, and finally a gesture with the thumb and little finger straight, middle and ring fingers bent, and thumb making contact with the index, middle, and ring fingers","The user transitions from no gesture to forming a left-hand closed fist with all fingers straight and in contact with the thumb, palm facing down, followed by a right-hand closed fist with all fingers straight and mostly in contact with the thumb, palm facing inward, before returning to no gesture"
p_024,"The user performed a sequence of gestures: a ""pinching"" gesture with all fingers and thumb in contact and the palm outward (Image 3), followed by a ""thumb up"" gesture with the thumb straight and other fingers bent (Images 6-8, 12, 22), transitioning to a ""thumb up with bent index finger"" gesture (Images 27-32), and ending with a ""fist"" gesture with all fingers bent and the thumb in contact with the index and middle fingers (Image 34)","The user performs a sequence of gestures: a pinching gesture with the thumb and bent index finger (Image 1), a gesture with straight thumb, index, and middle fingers while the ring and little fingers are bent (Image 5), a gesture with straight thumb, index, middle, and ring fingers while the little finger is bent (Image 13), a pinching gesture with the thumb and bent index finger (Image 25), and a closed fist gesture with all fingers bent (Images 26–32)","The user performs no gesture initially, then raises the left hand with all fingers straight and close together, palm inward and thumb pointing up; transitions to the right hand with all fingers straight and close together, palm outward and thumb pointing up; bends the right thumb while keeping other fingers straight and close; bends the right little finger while the thumb touches the index finger; returns to all fingers straight and close with the thumb pointing left; alternates between thumb touching the index finger and non-contact while maintaining straight fingers and close proximity; and finally points the thumb backward with all fingers straight and close, palm outward","The user transitions from no gesture to a ""thumb and index finger contact with straight fingers"" gesture, then to a ""fully straight fingers with no thumb contact"" gesture, followed by a ""bent fingers with thumb contact"" gesture, and finally returns to a ""fully straight fingers with no thumb contact"" gesture before ending with no gesture","The user performed a sequence of gestures: an open hand with fingers straight and close together, transitioning to a bent thumb while other fingers remained straight, alternating between these two poses multiple times, followed by a fully bent hand with thumb touching the index finger, and finally an open hand with fingers straight and thumb contacting the index finger, oriented backward","The user performs a right-hand outward-facing ""five"" gesture with fingers straight and thumb pointing up, transitions to a left-hand inward-facing ""five"" gesture with fingers straight and thumb pointing up, returns to a right-hand outward-facing ""five"" gesture with fingers straight and thumb pointing up, and concludes with a right-hand left-facing ""five"" gesture with fingers straight and thumb pointing down",,"The user performed a sequence of gestures including an open hand with fingers spread apart, transitioning to a hand with fingers close together, followed by a bent little finger gesture, and ending with a closed hand gesture with fingers close together"
p_025,"The user performs a ""five-finger spread"" gesture with the palm outward and thumb pointing up, transitions to a ""thumbs-up with bent fingers"" gesture, and then returns to a ""five-finger spread"" gesture with the palm outward and thumb pointing up","The user performs a gesture with the thumb straight and other fingers bent, transitioning from thumb contact with the middle and ring fingers to no contact, with changes in thumb direction and palm orientation, followed by a gesture where the thumb and little finger are straight while other fingers are bent, with the thumb pointing upward and the palm facing outward","The user briefly performed a gesture with the right hand where all fingers were straight, the thumb pointed upward, the palm faced inward, and the fingers were close together except for the ring and little fingers, which were apart","The user briefly performs a gesture with the right hand where all fingers are straight, the thumb points upward, the little finger touches the thumb, and the palm faces inward, before returning to no gesture","The user performed a ""fingers together with thumb up and palm outward"" gesture in Images 4-9, followed by a ""thumb touching index and middle fingers with palm inward or leftward"" gesture in Images 13-15","The user performed a ""thumb bent with all other fingers straight and close together"" gesture in Images 3-4, transitioned to a ""fully straight fingers gesture with close proximity"" in Images 5-13, and then briefly repeated the ""fully straight fingers gesture with close proximity"" in Image 18 before transitioning to a ""thumb bent with all other fingers straight and close together"" gesture in Image 19; no gestures were performed in the remaining frames","The user transitions from a gesture with the thumb straight and index finger straight while the other fingers are bent, to a gesture with the thumb bent and index finger straight while the other fingers remain bent, with variations in finger proximity and palm orientation, before returning to no gesture","The user transitions from a ""thumb bent with all other fingers straight and close together"" gesture to a ""thumb straight with all fingers straight and close together,"" then gradually spreads the fingers apart, starting with the ring and little fingers, before returning to no gesture"
p_026,"The user performed a ""thumbs-up"" gesture with the right hand (Images 3-4), followed by a ""closed fist with thumb touching all fingers"" gesture (Image 18), transitioned to a ""straight fingers with thumb pointing left"" gesture (Images 19-21), then a ""peace sign with bent middle, ring, and little fingers"" gesture (Images 26-27), and finally a ""rock-on"" gesture with bent middle, ring, and little fingers (Images 28-36)","The user transitions from no gesture to a sequence of gestures involving a bent-finger pose with thumb contact and varying finger proximities, followed by a straightened index finger with bent other fingers and thumb contact, and finally a straightened index and middle finger with bent other fingers and thumb contact, before returning to no gesture","The user performs a sequence of gestures including a ""thumbs up"" with the right hand, a ""flat hand with fingers apart"" with the right hand, a ""thumbs up"" with the left hand, a ""little finger contact inward hand"" with the right hand, a ""thumb bent inward hand"" with the right hand, a ""fully bent fingers inward hand"" with the right hand, and a ""thumbs up with bent fingers inward hand"" with the right hand","The user performed a sequence of gestures: first, a right-hand flat pose with all fingers straight, thumb contacting all fingers, palm facing down, and thumb directed left; followed by a left-hand gesture with the thumb straight, other fingers bent, thumb contacting some fingers, and palm facing left; then a right-hand gesture with all fingers bent, thumb contacting all fingers, palm facing inward, and thumb directed up; and finally, a right-hand gesture with the thumb straight, other fingers bent, thumb contacting all fingers, palm facing inward, and thumb directed up","The user performed a sequence of gestures: a closed fist with fingers bent inward and the thumb pointing left, transitioning to a thumbs-up gesture with fingers straight and the thumb pointing up, followed by a gesture with the thumb and index finger in contact while the middle and ring fingers were bent, and finally returning to a closed fist with fingers bent inward and the thumb pointing left","The user transitions from no gesture to a right-hand pose with all fingers straight and close together, making thumb contact with the index and middle fingers, then shifts to a pose with all fingers straight and apart, followed by a bent-finger pose with the thumb straight and no contact, and finally returns to no gesture","The user transitions through a sequence of gestures, including a ""thumbs-up"" with bent fingers making contact with the thumb, a fully bent hand with thumb contact, a straight thumb with bent fingers, a bent thumb with a straight little finger, a bent thumb with a straight index finger, a straight thumb with straight index and middle fingers, and finally returns to a resting position","The user briefly performed a gesture with the right hand where the thumb and index finger were straight, the other fingers were bent, the thumb pointed upward, the palm faced outward, and the fingers were spread apart, but no other gestures were observed throughout the sequence"
p_027,"The user transitions through a sequence of gestures, including an open hand with fingers close together, a thumbs-up gesture, a bent thumb with straight fingers, a closed fist, and a bent fingers gesture with the thumb straight, before returning to a neutral or resting position","The user performed a sequence of gestures: an open hand with fingers straight and close together, transitioning to a pinch gesture with the thumb and index finger in contact, followed by a fist with all fingers bent, then a thumbs-up gesture with the thumb straight and other fingers bent, transitioning to a ""peace"" or ""V"" sign with the index and middle fingers straight and apart, and finally returning to an open hand with fingers straight and spread apart","The user transitions through a sequence of gestures: starting with no gesture, then forming a pinching gesture with the thumb and index finger while other fingers are bent (Image 3), followed by a closed fist with the thumb in contact with multiple fingers (Image 4), then alternating between variations of bent and straight fingers with thumb contact (Images 5-12), and finally returning to no gesture","The user performs a gesture with the right hand where all fingers are straight, close together except for the ring and little fingers initially apart, with the thumb pointing left and the palm outward, transitioning to all fingers straight and close together with the thumb pointing up and the palm outward, repeated multiple times with resting positions in between","The user performed a sequence of gestures including a ""rock"" gesture with the thumb, index, and little fingers extended while the middle and ring fingers were bent; a ""flat hand"" gesture with all fingers straight and apart; a ""pinch"" gesture with the thumb bent and in contact with the index finger; a ""fist"" gesture with all fingers bent; and a ""thumbs up"" gesture with the thumb straight and other fingers bent, interspersed with moments of no gesture","The user performed a sequence of gestures involving a right-hand ""OK"" gesture transitioning to a ""thumbs down"" gesture, a two-handed ""claw"" gesture, a left-hand ""thumbs up"" gesture, a right-hand ""open palm"" gesture, a two-handed ""fist"" gesture, a left-hand ""open palm"" gesture, and finally returned to a resting position","The user performed a gesture with the right hand where all fingers were straight and close together except for the little finger, which was apart, with the thumb pointing upward and the palm facing outward, followed by a brief bending of the thumb before returning to the initial pose","The user transitions from a ""thumb up with bent fingers"" gesture to a ""thumb down with bent fingers,"" with the little finger straightened initially and later bent, before returning to a resting position"
p_028,"The user performs a gesture with the right hand where the thumb and index finger are straight and in contact, the middle, ring, and little fingers are bent and apart, the thumb points upward, and the palm faces outward, followed by no gestures",,"The user performs a sequence of gestures involving a fully extended hand with fingers close together, transitioning to a thumb-index finger contact with the index and middle fingers apart, and then back to a fully extended hand with fingers close together, followed by no gestures",,,"The user performed a sequence of gestures: an open hand with fingers straight and close together (Image 4), followed by a gesture with the thumb and first two fingers straight and apart, while the ring and little fingers were bent (Image 12), then a fully bent hand with the thumb in contact with some fingers (Image 14), transitioning to a gesture with the thumb bent and other fingers straight (Images 15-16), and finally a similar gesture mirrored on the left hand (Image 17)",,
p_029,"The user transitions through a sequence of gestures, including a ""thumbs up"" gesture with bent fingers (Image 5), a ""thumbs up"" gesture with varying finger straightness and thumb direction (Images 6-10), a ""thumbs up"" gesture with bent fingers and outward palm orientation (Images 14-18), a ""thumbs down"" gesture with bent ring and little fingers (Images 20-22), a ""thumbs up"" gesture with bent fingers and outward palm orientation (Images 25-30), and periods of no gesture in between","The user transitions through a sequence of gestures, starting with a ""thumb and index finger contact with all fingers straight,"" followed by ""thumb and index finger contact with other fingers bent,"" then ""thumb and index finger contact with the index finger straight and other fingers bent,"" and finally ""thumb and index finger contact with the index finger close to the middle finger and other fingers bent.""","The user transitions from an open hand with all fingers straight and spread apart (Image 4) to a closed hand with fingers straight but brought closer together (Images 5-16), then to a bent-finger pose with thumb contacting some fingers (Images 18-22), and finally switches to a left-hand bent-finger pose with thumb contact (Image 23)","The user performed a sequence of gestures starting with an open right hand with fingers spread apart, transitioning to a left hand with fingers straight and index-middle fingers close, followed by a right hand with straight fingers and index-middle-ring fingers close, maintaining this pose with slight variations in thumb direction and palm orientation, and ending with no gesture","The user performed a ""thumb bent with all other fingers straight and close together"" gesture in frames 5-6, followed by a ""hand with all fingers straight and index-middle close while others apart"" gesture in frames 15-19, with no gestures in the remaining frames","The user performed a sequence of gestures: a ""one"" gesture with the right hand (thumb bent, other fingers straight, palm inward), followed by a ""five"" gesture with the left hand (all fingers straight, palm outward), transitioning to a ""thumbs up"" gesture with the left hand (thumb straight, other fingers bent, palm outward), then a ""fist"" gesture with the left hand (all fingers bent, thumb in contact with fingers, palm right), and finally a ""three"" gesture with the left hand (thumb, index, and middle fingers straight, other fingers bent, palm right)","The user transitions from a left-hand gesture with the thumb bent and all other fingers straight and close together, to a gesture with the thumb straight, the index finger straight, and the other fingers bent, with the thumb contacting the middle finger, and finally to a gesture with the thumb straight, the index finger straight, and the other fingers bent, with the thumb contacting both the middle and ring fingers, before returning to no gesture","The user performed a left-hand gesture with all fingers straight, thumb pointing upward, and palm outward, transitioning through varying proximities between fingers, followed by a right-hand gesture with the thumb straight, other fingers bent, thumb in contact with the index finger, and palm inward, before returning to no gesture"
p_030,"The user transitions through a sequence of gestures, starting with no gesture, then forming a ""thumb bent with index straight and other fingers bent"" pose with varying thumb contacts and palm orientations, followed by a ""thumb straight with all other fingers bent"" pose with consistent non-contact and inward palm orientation, and finally returning to no gesture","The user transitions from a closed fist gesture with the thumb in contact with all fingers and the palm oriented leftward, to a gesture with the thumb straight, other fingers bent, and the palm outward, with the thumb moving from contact to non-contact with the fingers, and finally returns to a resting position","The user transitions from a gesture where all fingers are bent with the thumb making contact with the index, middle, and ring fingers (but not the little finger), to a gesture where the thumb and index/middle fingers are straight while the ring and little fingers are bent, and finally to a gesture where the thumb and three fingers (index, middle, and ring) are bent with the little finger straight, before returning to a resting position","The user transitions through a sequence of gestures involving a ""thumbs-up"" with bent fingers (Image 3), a closed fist with thumb contact (Image 4), variations of bent and straight fingers with thumb contact (Images 5-7), a ""thumbs-up"" with straight fingers (Image 9), and a fully bent hand with fingers apart (Image 11), with no gestures performed in the remaining frames","The user performed a sequence of gestures, starting with a right-hand pose with all fingers straight and close together, transitioning to a bent thumb with straight fingers, followed by alternating left and right-hand gestures involving bent and straight fingers with thumb contact, and ending with no discernible gestures","The user performs a gesture with all fingers straight and the thumb pointing upward, followed by a gesture with all fingers straight and the thumb pointing left, and then transitions to a gesture with the thumb and index finger in contact while the middle, ring, and little fingers are bent","The user transitions from no gesture to forming a ""thumbs-up"" gesture with the thumb straight and other fingers bent, then alternates between a ""thumbs-up"" with varying thumb-finger contacts and a pose with the thumb bent and other fingers in similar positions, before returning to no gesture","The user performs a right-hand gesture with the thumb bent and all other fingers straight and close together, followed by a left-hand gesture with the thumb bent and all other fingers straight and close together, transitioning to a left-hand gesture with all fingers straight, the thumb and ring finger in contact, and the other fingers apart"
p_031,,"The user performs a gesture with the right hand where the thumb is straight, the index finger is bent, and the other fingers are straight with the thumb contacting the middle finger (Image 4), followed by a gesture where the thumb is straight, the index finger is straight, and the middle, ring, and little fingers are bent with the thumb contacting the middle finger (Image 8), with no gestures in the other frames",,,"The user first performs a right-hand gesture with all fingers straight and close together, palm inward, and thumb pointing left, followed by a left-hand gesture transitioning from a pose with the thumb and index finger in contact and the ring finger bent to a pose where the middle, ring, and little fingers are bent, and the thumb remains in contact with the index finger",,,"The user performs a right-hand open palm gesture with all fingers straight and apart, transitions to a left-hand gesture with a bent thumb touching the index and little fingers while other fingers are straight and close together, then returns to a right-hand open palm gesture with all fingers straight and apart, followed by a slight variation where the index and middle fingers are close together"
p_032,,,"The user performs a gesture where the left hand's thumb is straight and in contact with all bent fingers, with the palm initially oriented outward and the thumb pointing left, then transitions to the thumb pointing right and the palm oriented right, before returning to a resting position","The user performed a sequence of gestures including a right-hand flat pose with fingers close together and palm inward, a left-hand flat pose with fingers close together and palm outward, a left-hand flat pose with thumb contacting all fingers and palm inward, a simultaneous left-hand flat pose with thumb contacting fingers and right-hand flat pose with thumb contacting some fingers, a left-hand flat pose with thumb contacting all fingers and palm rightward, a right-hand flat pose with thumb contacting some fingers and palm outward, a left-hand pose with bent thumb contacting some fingers and palm inward, a simultaneous left-hand pose with bent thumb contacting some fingers and right-hand flat pose with palm outward, and a right-hand pose with bent thumb and fingers contacting each other except the little finger",,"The user briefly performed a gesture with the left hand where all fingers were straight, the thumb was pointing upward, the palm was oriented outward, and the thumb made contact with the index finger while remaining apart from the other fingers","The user performs a left-hand gesture with all fingers straight, close together, thumb pointing upward, and palm facing outward, followed by a right-hand gesture with all fingers straight, close together, thumb pointing upward in contact with the index finger, and palm facing inward",
p_033,"The user performs a sequence of gestures including a left-hand ""OK"" gesture transitioning to a downward-facing ""OK"" gesture, a right-hand ""closed fist"" gesture transitioning to a ""thumbs up,"" a left-hand ""peace sign,"" and a left-hand ""bent ring and little fingers"" gesture with variations in finger proximity and thumb contact","The user performs a sequence of gestures including a pinching motion with the right hand, open palms with both hands, a thumbs-up gesture with the right hand, a straight-fingered left-hand gesture, a bent-fingered left-hand gesture, a straight-fingered right-hand gesture, a simultaneous straight-fingered gesture with both hands, a bent-fingered gesture with both hands, and a final bent-fingered gesture with the right hand","The user performed a sequence of gestures including a straight hand with fingers close together and thumb pointing left, transitioning to a straight hand with thumb-index contact and palm outward, followed by a bent-finger gesture with thumb straight and palm inward, then a straight hand with fingers apart and thumb pointing left, and finally a straight hand with fingers close together and thumb making contact with all fingers","The user transitions through a sequence of gestures, including a closed fist with thumb contact, a gradual opening of fingers with varying proximities and thumb directions, a fully extended hand with straight fingers, a bent-finger gesture resembling a partial fist, and a final return to a straight-fingered hand with thumb contact","The user performs a sequence of gestures including a closed fist with the right hand, a left-hand ""OK"" gesture, both hands open with straight fingers, a left-hand ""thumbs up,"" a right-hand ""thumbs up,"" a right-hand ""OK"" gesture, and a left-hand closed fist, interspersed with moments of no gesture","The user performed a sequence of gestures involving a right-hand ""OK"" gesture transitioning to a right-hand ""thumbs up,"" followed by a left-hand ""thumbs up,"" then a left-hand ""open palm,"" a right-hand ""fist,"" and finally a simultaneous left-hand ""fist"" and right-hand ""open palm.""","The user performs a sequence of gestures involving a left-hand ""OK"" sign, a right-hand open palm, a left-hand open palm, a combination of a right-hand fist and a left-hand open palm, a combination of a right-hand ""rock"" gesture and a left-hand ""OK"" sign, a right-hand ""rock"" gesture, a right-hand ""peace"" gesture, and a right-hand ""fist"" gesture","The user performed a sequence of gestures involving a pinching motion with the right hand, a straightened left hand with bent fingers transitioning to a pinching gesture, simultaneous pinching gestures with both hands, and finally, both hands with straightened fingers and bent ring and little fingers"
p_034,"The user performs a sequence of gestures including an open hand with fingers straight and apart, transitioning to a closed hand with the thumb bent and fingers straight, followed by a gesture with the thumb bent and fingers straight but with varying proximities, and finally a gesture with the thumb bent and fingers straight while the palm orientation and finger proximities change dynamically","The user performed a sequence of gestures including a ""thumbs-up"" gesture, a ""fingers straight with thumb up"" gesture, a ""bent index finger with thumb left"" gesture, a ""bent thumb with fingers straight"" gesture, a ""bent thumb with bent fingers"" gesture, and a ""fully bent fingers with thumb contact"" gesture, interspersed with periods of no gesture","The user transitions from no gesture to a closed fist with the thumb contacting all fingers except the little finger, then to a gesture with the thumb straight and contacting bent fingers (index, middle, and ring) while the little finger remains bent but not in contact, with variations in finger proximity and palm orientation","The user performed a sequence of gestures including a ""thumbs up"" gesture with the right hand, a ""fist"" gesture with the left hand, a ""thumbs up"" gesture with the right hand again, a ""fist"" gesture with the right hand, and a ""thumbs up"" gesture with the right hand, interspersed with periods of no gesture","The user performed a ""thumbs-up"" gesture with the right hand in Images 12-13, transitioned to a ""thumbs-up"" gesture with the left hand in Images 18-25, and then returned to a ""thumbs-up"" gesture with the right hand in Images 26-29, followed by a ""thumbs-up"" gesture with fingers spread apart in Images 30-31","The user performed a sequence of gestures: a pinching motion with the thumb and bent fingers, transitioning to a thumbs-up with bent fingers, followed by a straightened hand with all fingers extended and close together, and ending with a straight thumb and bent fingers","The user transitions from no gesture to forming a ""rock"" hand gesture with the thumb bent, index finger straight, middle finger bent, ring finger bent, and little finger bent, maintaining this pose with an upward thumb direction and outward palm orientation until the end of the sequence before returning to no gesture","The user transitions between a fully open hand with fingers straight and apart, a hand with all fingers straight and close together, a hand with the index finger bent while other fingers remain straight, a hand with all fingers bent except the thumb, and a hand with the thumb touching the bent index finger, repeating some of these gestures in sequence"
p_035,"The user performed a sequence of gestures starting with an open hand with fingers straight and close together, transitioning to a pinch gesture with the thumb contacting the index finger, then a closed fist with bent fingers and thumb contact, followed by a straightened hand with fingers close together, and ending with a bent thumb contacting straight fingers","The user performed a sequence of gestures: an open hand with fingers straight and close together, transitioning to a fully bent hand with fingers apart and thumb contacting some fingers, followed by a thumbs-up gesture with straight fingers, then a straight hand with fingers close together and thumb contacting all fingers, and finally a bent hand with the thumb contacting some bent fingers","The user performed a sequence of gestures: first, a ""five-finger spread"" with the palm facing inward, followed by a ""thumb bent with straight fingers"" gesture with the palm facing outward, transitioning to a ""middle finger bent with thumb-index contact,"" and ending with a ""five-finger spread"" with the palm facing inward","The user transitions from no gesture to a pinching gesture with the thumb contacting multiple fingers, followed by a claw-like pose with bent fingers, then a fully extended hand with fingers close together, and finally returns to no gesture","The user performs a sequence of gestures: first, a ""flat hand"" with all fingers straight and close together, transitioning to a ""flat hand"" with fingers spread apart, then bending all fingers except the thumb into a ""fist-like"" pose with thumb contact on the index finger, followed by a ""partial fist"" with the ring and little fingers bent, and finally returning to a ""fist-like"" pose with thumb contact on the index finger","The user transitions from a straight-fingered hand with fingers close together to a straight-fingered hand with fingers progressively spreading apart, then back to a straight-fingered hand with fingers close together, followed by a bent-thumb gesture with thumb contacting various fingers, and finally to a fully bent-fingered hand with all fingers and thumb in contact before returning to no gesture","The user performs a sequence of gestures: an open hand with fingers straight and close together, a fist with all fingers bent and thumb in contact with the other fingers, a thumbs-up with the thumb straight and fingers bent, a return to an open hand with fingers straight and close together, a partial fist with the middle, ring, and little fingers bent while the index finger and thumb remain straight, a sideways open hand with fingers straight and thumb in contact with the index and middle fingers, and finally a thumbs-up with the thumb bent and fingers straight","The user performs a sequence of gestures: a left-hand ""OK"" gesture transitioning to both hands fully extended, followed by a right-hand ""OK"" gesture, then both hands fully extended again, and finally a left-hand ""OK"" gesture"
p_036,"The user performs a ""rock"" gesture with the right hand (thumb, index, and little fingers straight, middle and ring fingers bent, thumb contacting the middle finger) followed by a ""fist"" gesture with the right hand (all fingers bent, thumb contacting the index and middle fingers), transitions to a ""pointing"" gesture with the right hand (all fingers straight, thumb contacting the index and middle fingers, palm oriented left), and concludes with a ""fist"" gesture with the left hand (all fingers bent, thumb contacting the index, middle, and ring fingers)","The user performs a ""rock"" gesture with the thumb, index, and little fingers straight while the middle and ring fingers are bent (Image 2), transitions to a ""pinching"" gesture with the thumb contacting the bent index, middle, and ring fingers (Image 8), and finally transitions to an open hand with all fingers straight and close together (Images 10 and 12)","The user performed a sequence of gestures including a straight hand with fingers close together, a straight hand with the thumb bent, a straight hand with fingers close together, a straight hand with fingers close together on both hands, a straight hand with fingers close together, a bent hand with fingers apart, a straight hand with fingers close together, a bent hand with fingers apart, and a straight hand with fingers close together, interspersed with moments of no gesture","The user performed a sequence of gestures starting with a left-hand ""thumbs up"" gesture, transitioning to both hands in a ""thumbs up"" pose, followed by a left-hand ""thumbs up"" gesture again, then a left-hand ""fist"" gesture, and finally returning to a left-hand ""thumbs up"" gesture","The user performed a sequence of gestures: a ""thumb bent with straight fingers and outward palm"" gesture with the right hand, transitioning to a ""straight fingers with inward palm"" gesture with the left hand, followed by a ""thumb bent with straight fingers and outward palm"" gesture with both hands, then a ""straight fingers with inward palm"" gesture with the left hand and a ""thumb bent with straight fingers and inward palm"" gesture with the right hand, and finally a ""straight fingers with inward palm and thumb pointing down"" gesture with the right hand","The user performed a sequence of gestures with the left hand, starting with a straightened hand with the thumb bent and fingers close together, transitioning to a pose where the thumb made contact with the ring finger and the palm turned right, followed by a return to the initial pose, then a straightened hand with both hands outward, and finally bending the middle and ring fingers while keeping the thumb and little finger bent, before ceasing gestures","The user transitions from no gesture to a right-hand pose with all fingers straight, thumb pointing upward, palm facing outward, and fingers close together except for the little finger, which alternates between being apart and close, before returning to no gesture","The user performs a ""thumbs-up"" gesture with the right hand in Image 7, transitions to a fully open hand with all fingers straight and close together in Image 12, and does not perform any other gestures in the remaining frames"
