id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_010,"The user initially performs no gesture, then transitions to a right-hand gesture characterized by a closed fist with slight finger flexion and minimal movement, followed by a right-hand gesture with fingers slightly extended and relaxed, and finally returns to no gesture","The user transitions from no gesture to a gradual upward movement of the right hand with fingers slightly bent, followed by a sequence of hand poses where the fingers progressively extend and flex, culminating in a fully extended hand with slight finger curvature, before returning to no gesture",,"The user briefly performs a gesture with the right hand where the fingers are slightly curled inward, resembling a loose fist, with minor adjustments in finger positioning and orientation, before returning to no gesture","The user briefly performs a static gesture with the right hand, characterized by a slightly curved hand pose with fingers partially flexed and oriented downward, before returning to no gesture",,"The user transitions from no gesture to a gradual closing of the fingers into a loose fist-like pose, followed by a slight opening of the fingers, and then returns to no gesture","The user performs a gradual transition from a relaxed hand with slightly bent fingers to a closed fist, followed by a progressive extension of the fingers back to a relaxed hand, before returning to no gesture"
p_011,"The user performs no gestures initially, then transitions to a gradual closing of the right hand into a fist-like pose, followed by a sequence of hand opening and closing movements, and finally ends with a relaxed open hand","The user briefly performs a gesture with the right hand characterized by a slightly curved hand pose with fingers partially extended and pointing upward, followed by a return to no gesture","The user performs a gradual transition from a closed fist to an open hand with fingers extended and spread, followed by a return to a closed fist","The user performs a gradual upward movement of the right hand with fingers extended and slightly spread, transitioning into a raised hand pose before returning to no gesture","The user performed a sequence of gestures involving a left-hand open palm with fingers spread, transitioning to a right-hand open palm with fingers spread, followed by a left-hand closed fist, and ending with no discernible gestures","The user performed a sequence of gestures involving both hands, starting with a right-hand gesture resembling a pointing or extended index finger, transitioning to a left-hand gesture with fingers slightly curled and spread, followed by simultaneous gestures with both hands showing dynamic finger movements, and concluding with a right-hand gesture involving a closed fist-like pose, before returning to no gestures","The user performs a sequence of gestures starting with a hand pose resembling an open palm with fingers slightly spread, transitioning into a gradual curling of the fingers into a fist-like shape, and then returning to a relaxed open palm before ceasing gestures","The user performs a gradual downward curling motion of the fingers, transitioning from an open hand to a closed fist"
p_012,"The user performs a sequence of gestures, including a transition from a neutral hand pose to a pinching motion, followed by a series of dynamic finger flexions and extensions, culminating in a resting position","The user transitions from a neutral hand pose to a sequence of gestures involving both hands, including finger flexion and extension, with the right hand showing dynamic movements such as spreading, curling, and pointing, while the left hand exhibits more subtle adjustments, including slight rotations and finger separations","The user transitions from a neutral hand pose to a sequence of gestures involving both hands, including flexing and extending fingers, spreading fingers apart, and curling fingers inward, with notable movements such as the right hand forming a fist-like pose and the left hand maintaining a relatively open and stable configuration","The user performs a sequence of gestures involving both hands, including open hand poses, finger flexion, and various hand orientations, with notable transitions between gestures and some frames showing no discernible gesture","The user performs a sequence of gestures including a pinching motion, a series of open-hand poses with varying finger extensions, a pointing gesture, and a closing motion of the fingers, transitioning between these gestures with smooth hand movements","The user performs a sequence of gestures involving both hands, including open hand poses, finger flexion, and dynamic movements such as spreading, curling, and pointing, with some frames showing no gestures","The user transitions from a relaxed hand pose to a sequence of gestures characterized by gradual finger flexion and extension, including a pinching motion, a closed fist, and a pointing-like gesture, with some gestures involving both hands","The user transitions through a sequence of gestures, including a right-hand open palm with fingers slightly bent, a left-hand open palm with fingers extended, a right-hand closed fist, a left-hand pinching motion, and a right-hand pointing gesture, with some gestures involving simultaneous movements of both hands"
p_013,"The user performs a sequence of gestures: a pinching motion with the thumb and index finger, transitioning into a closed fist with fingers curled inward, followed by a relaxed open hand with fingers slightly spread, and finally returning to a neutral position","The user briefly performs a gesture with the right hand where the fingers are extended and slightly curved, with the hand oriented forward and slightly upward, before returning to no gesture","The user performs a gesture with the left hand transitioning from a relaxed open hand in Image 1 to a gradual curling of the fingers into a loose fist-like pose in Images 3 and 4, followed by no gestures in the remaining frames","The user performs a left-hand open palm gesture in Image 10, transitions to a right-hand open palm gesture in Image 11, and maintains the right-hand open palm gesture with slight positional adjustments through Images 12 to 14, with no gestures performed in the remaining frames","The user initially performed a gesture characterized by a closed hand with fingers slightly bent and gradually transitioned into a gesture with fingers extended and spread apart, followed by a return to a resting position","The user transitions from no gesture to a left-hand gesture resembling a ""pointing"" motion with the index finger extended and other fingers curled, followed by a gradual shift to a ""flat hand"" gesture with fingers extended and spread, and finally returns to no gesture","The user transitions from no gesture to a right-hand thumbs-up gesture in Image 5, followed by a gradual downward movement of the thumb while the other fingers remain curled, and then transitions back to no gesture by Image 13","The user performs a pinching gesture with the left hand in Image 3, transitions to a closed fist gesture in Image 4, then later performs a pointing gesture in Image 10, followed by a flat hand gesture in Image 11"
p_014,"The user transitions from a neutral hand pose to a sequence of gestures involving both hands, including gradual finger flexion and extension, wrist rotation, and hand elevation, with the right hand showing a progressive upward motion and finger curling, while the left hand exhibits subtle finger movements and positional adjustments","The user performs a pinching gesture with the right hand, transitions to a pointing gesture with the index finger extended, and concludes with a flat hand gesture with fingers spread","The user performs a pinching gesture with the right hand in Image 2, transitions to a gradual closing of the fingers into a fist from Images 4 to 11, and does not perform any gesture in the remaining frames","The user performs a pinching gesture with the right hand, followed by a transition into a closed fist gesture, and then relaxes the hand","The user briefly performs a gesture with the right hand where the fingers are slightly curled, and the hand is oriented downward with minimal movement, before returning to no gesture","The user initially performs a gesture with fingers slightly bent and relaxed, transitioning into a closed fist, followed by a resting phase, and later performs a pointing gesture with the index finger extended and other fingers curled, before returning to rest","The user performs a pinching gesture with the right hand, transitions to a pointing gesture with the index finger extended, and then returns to a resting position","The user performs a sequence of gestures: a pinching motion with the thumb and index finger, followed by a gradual transition to a closed fist, and then a pointing gesture with the index finger extended, before returning to no gesture"
p_015,"The user performs a brief left-hand gesture resembling a closed fist followed by a right-hand gesture with fingers extended and pointing upward, with no other gestures in the sequence","The user performs a pinching gesture with the right hand in Image 3, transitions to a pointing gesture with the right hand in Images 6 and 7, switches to a pointing gesture with the left hand in Image 8, and concludes with a relaxed open hand gesture with the right hand in Image 9","The user performs a sequence of gestures starting with a flat hand with fingers extended and slightly spread, transitioning into a gradual curling of the fingers into a loose fist, and then returning to a flat hand with fingers extended before ceasing gestures","The user initially performed no gestures, then transitioned to a right-hand ""thumbs up"" gesture, followed by a left-hand ""thumbs up"" gesture, and concluded with a right-hand ""open palm"" gesture before returning to no gestures","The user performs a pinching gesture with the right hand, transitions to a relaxed open hand with fingers slightly spread, and concludes with a downward-pointing hand with fingers extended","The user performs a right-hand gesture resembling a gradual closing motion with fingers curling inward, followed by a left-hand gesture resembling a gradual closing motion with fingers curling inward, and no other gestures are performed in the sequence","The user initially performs a ""thumbs up"" gesture with the left hand, transitions to a ""pointing"" gesture with the right hand, and then gradually moves the right hand into a ""fist"" gesture before returning to no gesture","The user performs a gradual transition from a relaxed hand pose to a gesture with fingers slightly bent and spread apart, followed by a return to a relaxed hand pose"
p_016,"The user performs a left-hand gesture resembling a ""thumbs up"" in Image 4, transitions to a right-hand gesture resembling a ""pointing"" motion with the index finger extended and other fingers curled in Images 5-9, and then relaxes the hand in Image 10 before no gestures are performed in the remaining frames","The user performs a left-hand gesture resembling a closed fist in Image 2, transitions to a right-hand gesture with fingers extended and slightly curved downward in Images 3 and 4, briefly rests, performs another right-hand gesture with fingers extended and curved downward in Image 6, rests again, performs a right-hand gesture with fingers extended and curved upward in Image 13, and finally performs a right-hand gesture with fingers extended and slightly curved downward in Image 15","The user transitions from no gesture to a right-hand gesture with fingers extended and slightly curled, gradually moving into a relaxed open hand with fingers spread, followed by a sequence of subtle finger flexion and extension, and finally returning to a relaxed open hand","The user performs a pinching gesture with the right hand in frames 7–10, transitions to a closed fist gesture in frames 12–16, and performs a pointing gesture with the right hand in frame 22","The user performs a pinching motion with the right hand, transitions to a pointing gesture with the index finger extended, and later performs a downward-facing open hand with fingers slightly spread","The user performs a gesture resembling a closed hand with slightly curled fingers in Images 2 and 3, transitions to a resting position, then performs a gesture with fingers extended and slightly spread in Images 10 through 12, before returning to a resting position","The user performs a gradual closing motion of the right hand, transitioning from an open hand to a fist-like pose","The user performs a pinching gesture with the right hand in Image 4, transitions to a closed hand with fingers slightly curled in Images 6 and 7, performs a pointing gesture in Image 11, transitions to a relaxed hand with fingers slightly bent in Images 15 through 22, and does not perform any gesture in the remaining frames"
p_017,"The user transitions from a relaxed hand pose to a gradual upward curling of the fingers, forming a fist-like gesture, and then returns to a relaxed hand pose","The user transitions from a relaxed hand pose to a gradual upward curling of the fingers, forming a loose fist-like gesture, and then returns to a slightly open hand with fingers relaxed","The user performs a gradual transition from a relaxed hand with slightly bent fingers to a closed fist gesture, followed by a return to a relaxed hand before the hand disappears from the frame","The user performs a gesture where the fingers transition from a relaxed, slightly curved position to a more extended and spread-out pose, then return to a relaxed state","The user performs a sequence of gestures involving both hands, with fingers flexing, extending, and spreading, as well as wrist movements, transitioning between open hand poses, pinching, and gripping-like configurations","The user performs a sequence of gestures involving both hands, including open hand poses, finger extensions, and flexions, with notable transitions between resting positions, dynamic movements, and specific hand configurations, followed by periods of no gestures","The user transitions from no gesture to a right-hand pose with fingers extended and slightly spread, then gradually curls the fingers inward over several frames, forming a loose fist, and finally returns to no gesture",The user performed no discernible hand gestures
p_018,"The user performs a pinching gesture with the right hand in Image 6, transitions to a slightly more open pinching gesture in Images 12 and 13, and repeats a similar pinching gesture in Image 19, with no gestures in the other frames","The user performs a pinching gesture with the right hand in Image 6, transitions to a slightly open hand with fingers relaxed in Image 11, and finally forms a closed fist in Image 15","The user briefly performs a gesture with the right hand where the fingers are slightly curled inward, resembling a loose fist, before returning to no gesture","The user briefly performed a gesture with the left hand where the fingers were slightly curled inward, and the hand was oriented downward with minimal movement, followed by no gestures","The user performs a sequence of gestures involving both hands, starting with no gestures, transitioning to a simultaneous pinching motion with both hands, followed by a gradual opening of the fingers into a relaxed spread position, and then returning to no gestures","The user performs no gestures initially, then transitions to a gesture where both hands are open with fingers slightly bent and oriented downward, followed by a gesture where the left hand is open with fingers extended and slightly spread, and finally returns to no gestures","The user briefly performs a pinching gesture with the right hand, followed by a relaxed open hand gesture","The user briefly performed a gesture with the right hand where the fingers were slightly curled inward, resembling a loose fist, before returning to no gesture"
p_019,"The user performs a gesture where the left hand transitions from a relaxed pose to a pinching motion with the thumb and index finger, followed by a pointing-like gesture with the index finger extended, while the right hand remains mostly static with slight finger curling, and then both hands return to a resting position","The user performs a right-hand open palm gesture transitioning into a left-hand open palm gesture, followed by a left-hand pointing gesture with the index finger extended, and then returns to a neutral position","The user initially performs no gesture, then transitions to a left-hand ""pointing"" gesture with the index finger extended and other fingers curled, followed by a two-handed gesture where both hands form a ""claw-like"" shape with fingers bent and spread, and finally returns to no gesture","The user briefly performed a gesture with the right hand where the fingers were extended and slightly curled, with the hand oriented forward and slightly downward, before returning to no gesture","The user performs a left-hand gesture resembling a gradual transition from a relaxed hand to a slightly clenched pose with fingers curling inward, followed by a right-hand gesture with fingers extended and slightly spread, and finally a left-hand gesture with fingers extended and slightly curved","The user performs no gesture initially, then transitions to a right-hand open palm gesture, followed by a left-hand open palm gesture, a right-hand pointing gesture, a right-hand pinching gesture, a right-hand grasping gesture, and finally a right-hand thumbs-up gesture","The user performs a left-hand open-palm gesture, transitions to no gesture, then performs a right-hand open-palm gesture, transitions to a left-hand pointing gesture, combines it with a right-hand open-palm gesture, and finally transitions back to no gesture","The user performs a sequence of gestures involving a left-hand open palm transitioning into a left-hand closed fist, followed by a right-hand open palm, then a left-hand pointing gesture, and finally a left-hand relaxed open palm, with periods of no gesture in between"
p_020,"The user performs a pinching gesture with the left hand in frame 9, transitions to a pointing gesture in frame 16, and then transitions to a closed fist gesture in frames 23-24",The user briefly performs a left-hand gesture resembling a closed fist with slightly curled fingers in two separate instances during the sequence,"The user performs a right-hand gesture resembling a closed fist in Image 3, transitions to a left-hand gesture resembling an open hand with fingers slightly spread in Images 4 and 5, and does not perform any gestures in the remaining frames",,"The user briefly performed a gesture with the right hand where the fingers were slightly curled inward, resembling a loose fist, before returning to no gesture","The user performed a right-hand ""thumbs up"" gesture, followed by a left-hand ""open palm"" gesture transitioning into a ""pointing"" gesture, and then a ""fist"" gesture, before returning to no gesture","The user performs a pinching gesture with the left hand, transitions into a pointing gesture with the index finger extended, and then gradually relaxes the hand back to a neutral position","The user performs a left-hand gesture resembling a flat hand with fingers extended and slightly spread in Image 2, transitions to a right-hand gesture with fingers extended and slightly curved in Image 3, performs a right-hand gesture with fingers extended and pointing downward in Images 11, 13, 15, and 18, and finally performs a left-hand gesture with fingers extended and slightly spread in Images 25 and 26"
p_021,"The user performs no gesture initially, then transitions to a right-hand gesture with fingers extended and slightly curled, moving from a relaxed to a more closed position, followed by a second gesture where the right hand moves upward with fingers extended and slightly spread, before returning to no gesture","The user performs a sequence of gestures starting with a pinching motion, transitioning into a gradual upward movement of the hand with fingers slightly curled, followed by a series of open-hand gestures with varying finger spreads, and ending with a relaxed hand posture","The user briefly performed a right-hand open palm gesture with fingers spread in Image 13, followed by a left-hand upward motion transitioning from an open palm to a slightly curved finger pose in Images 16 and 17","The user performs a pinching gesture with the right hand in Image 8, followed by a gradual transition into a closed fist gesture in Images 11 through 13","The user briefly performed a gesture with the right hand where the fingers were partially curled inward, resembling a loose fist, before returning to no gesture","The user performs a pinching gesture with the right hand in frames 5–7, followed by a pointing gesture in frames 19–23, with no gestures in the remaining frames","The user performs a gesture characterized by a gradual transition from a closed hand with fingers curled inward to an open hand with fingers extended outward, followed by a return to a resting position",
p_022,"The user transitions from a neutral hand pose to a sequence of gestures involving the left hand gradually moving from a relaxed position to a more extended and spread configuration, with fingers progressively splaying outward and the hand tilting upward, while the right hand remains relatively stable in a slightly cupped and neutral orientation throughout the sequence","The user transitions from a left-hand open palm with fingers slightly spread to a left-hand closed fist, while the right hand remains relatively stationary in a neutral position","The user transitions between a neutral hand pose, a left-hand open palm with fingers spread, and a right-hand open palm with fingers spread, with both hands occasionally performing simultaneous open palm gestures",The user does not perform any discernible gesture,"The user transitions from a left-hand open palm gesture with fingers slightly spread to a right-hand open palm gesture, followed by a series of right-hand gestures with fingers progressively curling inward, and concludes with a left-hand open palm gesture with fingers slightly bent",The user transitions from a gesture with both hands open and fingers slightly spread to a sequence of gestures involving the left hand gradually closing into a more compact pose while the right hand maintains a consistent open position with slight finger adjustments,"The user transitions from a left-hand open palm gesture with fingers spread to a right-hand open palm gesture with fingers spread, followed by a series of right-hand gestures characterized by gradual finger curling and flexion, and concludes with a left-hand open palm gesture with fingers spread","The user transitions from a right-hand open palm gesture with fingers slightly bent to a left-hand open palm gesture with fingers slightly bent, followed by a right-hand open palm gesture with fingers slightly bent, and concludes with a right-hand open palm gesture with fingers more extended"
p_023,"The user performs a sequence of gestures involving a left-hand static pose transitioning to a right-hand open palm gesture, followed by a gradual curling of fingers into a fist, then transitioning to a relaxed hand, and finally ending with a right-hand open palm gesture","The user performs a left-hand gesture resembling a ""pinching"" motion in Images 1-2, transitions to a left-hand ""pointing"" gesture in Images 5-7, and then performs a series of right-hand gestures involving ""grasping"" and ""reaching"" motions in Images 9-18","The user initially performs a static hand pose with slightly bent fingers on the left hand, transitions to no gesture, and then performs a right-hand gesture with fingers bent inward and oriented downward","The user performs no gesture initially, then transitions to a left-hand open palm with fingers slightly bent, followed by a right-hand open palm with fingers spread, and concludes with a right-hand open palm with fingers slightly curled","The user transitions through a sequence of gestures, starting with a relaxed right-hand pose, moving to a right-hand pointing gesture with the index finger extended, then transitioning to a left-hand pointing gesture, and finally ending with a left-hand relaxed pose","The user performs no gesture initially, then transitions to a right-hand pinching motion with the thumb and index finger moving closer together, followed by both hands forming a claw-like shape with fingers slightly curled and spread, and finally ends with the left hand in an upward-facing open palm position with fingers extended and slightly curved","The user initially performs a left-hand gesture with fingers slightly bent and relaxed, transitioning into a right-hand gesture with fingers extended and pointing downward, followed by a right-hand gesture with fingers curled inward","The user performs no gesture initially, then forms a left-hand ""fist"" gesture in frame 10, transitions to a right-hand ""fist"" gesture in frame 11, and returns to no gesture"
